COMMODITY,Commodity,VARIABLE,Variable,TIME,Value,,Flags
PK,Pigmeat,QC,Consumption,2025,1478.553,,
PK,Pigmeat,QC,Consumption,2026,1483.673,,
PK,Pigmeat,QC,Consumption,2027,1486.715,,
PK,Pigmeat,QC,Consumption,2028,1490.378,,
PK,Pigmeat,QC,Consumption,2029,1494.361,,
PK,Pigmeat,QC,Consumption,2030,1499.16,,
PK,Pigmeat,FO,Food,1990,1316.343,,
PK,Pigmeat,FO,Food,1991,1320.28,,
PK,Pigmeat,FO,Food,1992,1312.637,,
PK,Pigmeat,FO,Food,1993,1309.799,,
PK,Pigmeat,FO,Food,1994,1344.151,,
PK,Pigmeat,FO,Food,1995,1289.743,,
PK,Pigmeat,FO,Food,1996,1319.407,,
PK,Pigmeat,FO,Food,1997,1314.823,,
PK,Pigmeat,FO,Food,1998,1353.849,,
PK,Pigmeat,FO,Food,1999,1320.556,,
PK,Pigmeat,FO,Food,2000,1292.756,,
PK,Pigmeat,FO,Food,2001,1331.269,,
PK,Pigmeat,FO,Food,2002,1345.805,,
PK,Pigmeat,FO,Food,2003,1402.665,,
PK,Pigmeat,FO,Food,2004,1379.117,,
PK,Pigmeat,FO,Food,2005,1397.642,,
PK,Pigmeat,FO,Food,2006,1391.348,,
PK,Pigmeat,FO,Food,2007,1450.97,,
PK,Pigmeat,FO,Food,2008,1364.245,,
PK,Pigmeat,FO,Food,2009,1362.039,,
PK,Pigmeat,FO,Food,2010,1353.655,,
PK,Pigmeat,FO,Food,2011,1347.425,,
PK,Pigmeat,FO,Food,2012,1327.326,,
PK,Pigmeat,FO,Food,2013,1305.259,,
PK,Pigmeat,FO,Food,2014,1345.066,,
PK,Pigmeat,FO,Food,2015,1383.315,,
PK,Pigmeat,FO,Food,2016,1450.053,,
PK,Pigmeat,FO,Food,2017,1422.024,,
PK,Pigmeat,FO,Food,2018,1429.948,,
PK,Pigmeat,FO,Food,2019,1403.566,,
PK,Pigmeat,FO,Food,2020,1399.318,,
PK,Pigmeat,FO,Food,2021,1418.968,,
PK,Pigmeat,FO,Food,2022,1442.421,,
PK,Pigmeat,FO,Food,2023,1459.817,,
PK,Pigmeat,FO,Food,2024,1471.913,,
PK,Pigmeat,FO,Food,2025,1478.553,,
PK,Pigmeat,FO,Food,2026,1483.673,,
PK,Pigmeat,FO,Food,2027,1486.715,,
PK,Pigmeat,FO,Food,2028,1490.378,,
PK,Pigmeat,FO,Food,2029,1494.361,,
PK,Pigmeat,FO,Food,2030,1499.16,,
PK,Pigmeat,PP,Producer price,1990,0,,
PK,Pigmeat,PP,Producer price,1991,0,,
PK,Pigmeat,PP,Producer price,1992,0,,
PK,Pigmeat,PP,Producer price,1993,0,,
PK,Pigmeat,PP,Producer price,1994,0,,
PK,Pigmeat,PP,Producer price,1995,0,,
PK,Pigmeat,PP,Producer price,1996,0,,
PK,Pigmeat,PP,Producer price,1997,0,,
PK,Pigmeat,PP,Producer price,1998,0,,
PK,Pigmeat,PP,Producer price,1999,0,,
PK,Pigmeat,PP,Producer price,2000,942.391,,
PK,Pigmeat,PP,Producer price,2001,977.534,,
PK,Pigmeat,PP,Producer price,2002,933.214,,
PK,Pigmeat,PP,Producer price,2003,1026.6,,
PK,Pigmeat,PP,Producer price,2004,1028.574,,
PK,Pigmeat,PP,Producer price,2005,1029.281,,
PK,Pigmeat,PP,Producer price,2006,1042.395,,
PK,Pigmeat,PP,Producer price,2007,1070.513,,
PK,Pigmeat,PP,Producer price,2008,1262.833,,
PK,Pigmeat,PP,Producer price,2009,1457.392,,
PK,Pigmeat,PP,Producer price,2010,1416.683,,
PK,Pigmeat,PP,Producer price,2011,1448.133,,
PK,Pigmeat,PP,Producer price,2012,1512.167,,
PK,Pigmeat,PP,Producer price,2013,1652.984,,
PK,Pigmeat,PP,Producer price,2014,1591.171,,
PK,Pigmeat,PP,Producer price,2015,1317.121,,
PK,Pigmeat,PP,Producer price,2016,1291.16,,
PK,Pigmeat,PP,Producer price,2017,1569.154,,
PK,Pigmeat,PP,Producer price,2018,1466.829,,
PK,Pigmeat,PP,Producer price,2019,1638.922,,
PK,Pigmeat,PP,Producer price,2020,1776.445,,
PK,Pigmeat,PP,Producer price,2021,1778.055,,
PK,Pigmeat,PP,Producer price,2022,1775.066,,
PK,Pigmeat,PP,Producer price,2023,1754.176,,
PK,Pigmeat,PP,Producer price,2024,1743.56,,
PK,Pigmeat,PP,Producer price,2025,1756.935,,
PK,Pigmeat,PP,Producer price,2026,1755.968,,
PK,Pigmeat,PP,Producer price,2027,1755.262,,
PK,Pigmeat,PP,Producer price,2028,1740.962,,
PK,Pigmeat,PP,Producer price,2029,1736.207,,
PK,Pigmeat,PP,Producer price,2030,1718.737,,
PK,Pigmeat,FO__PC,Human consumption per capita,1990,17.971,,
PK,Pigmeat,FO__PC,Human consumption per capita,1991,17.975,,
PK,Pigmeat,FO__PC,Human consumption per capita,1992,17.823,,
PK,Pigmeat,FO__PC,Human consumption per capita,1993,17.736,,
PK,Pigmeat,FO__PC,Human consumption per capita,1994,18.151,,
PK,Pigmeat,FO__PC,Human consumption per capita,1995,17.365,,
PK,Pigmeat,FO__PC,Human consumption per capita,1996,17.709,,
PK,Pigmeat,FO__PC,Human consumption per capita,1997,17.589,,
PK,Pigmeat,FO__PC,Human consumption per capita,1998,18.048,,
PK,Pigmeat,FO__PC,Human consumption per capita,1999,17.543,,
PK,Pigmeat,FO__PC,Human consumption per capita,2000,17.113,,
PK,Pigmeat,FO__PC,Human consumption per capita,2001,17.563,,
PK,Pigmeat,FO__PC,Human consumption per capita,2002,17.694,,
PK,Pigmeat,FO__PC,Human consumption per capita,2003,18.369,,
PK,Pigmeat,FO__PC,Human consumption per capita,2004,17.967,,
PK,Pigmeat,FO__PC,Human consumption per capita,2005,18.083,,
PK,Pigmeat,FO__PC,Human consumption per capita,2006,17.843,,
PK,Pigmeat,FO__PC,Human consumption per capita,2007,18.416,,
PK,Pigmeat,FO__PC,Human consumption per capita,2008,17.123,,
PK,Pigmeat,FO__PC,Human consumption per capita,2009,16.909,,
PK,Pigmeat,FO__PC,Human consumption per capita,2010,16.638,,
PK,Pigmeat,FO__PC,Human consumption per capita,2011,16.416,,
PK,Pigmeat,FO__PC,Human consumption per capita,2012,16.045,,
PK,Pigmeat,FO__PC,Human consumption per capita,2013,15.667,,
PK,Pigmeat,FO__PC,Human consumption per capita,2014,16.036,,
PK,Pigmeat,FO__PC,Human consumption per capita,2015,16.383,,
PK,Pigmeat,FO__PC,Human consumption per capita,2016,17.06,,
PK,Pigmeat,FO__PC,Human consumption per capita,2017,16.623,,
PK,Pigmeat,FO__PC,Human consumption per capita,2018,16.612,,
PK,Pigmeat,FO__PC,Human consumption per capita,2019,16.212,,
PK,Pigmeat,FO__PC,Human consumption per capita,2020,16.078,,
PK,Pigmeat,FO__PC,Human consumption per capita,2021,16.227,,
PK,Pigmeat,FO__PC,Human consumption per capita,2022,16.425,,
PK,Pigmeat,FO__PC,Human consumption per capita,2023,16.558,,
PK,Pigmeat,FO__PC,Human consumption per capita,2024,16.634,,
PK,Pigmeat,FO__PC,Human consumption per capita,2025,16.648,,
PK,Pigmeat,FO__PC,Human consumption per capita,2026,16.646,,
PK,Pigmeat,FO__PC,Human consumption per capita,2027,16.62,,
PK,Pigmeat,FO__PC,Human consumption per capita,2028,16.603,,
PK,Pigmeat,FO__PC,Human consumption per capita,2029,16.591,,
PK,Pigmeat,FO__PC,Human consumption per capita,2030,16.59,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,1990,1.842,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,1991,1.878,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,1992,1.905,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,1993,1.941,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,1994,1.951,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,1995,1.886,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,1996,1.876,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,1997,1.996,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,1998,2.014,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,1999,1.801,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2000,1.602,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2001,1.445,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2002,1.381,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2003,1.248,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2004,1.276,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2005,1.202,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2006,1.22,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2007,1.195,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2008,1.165,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2009,1.122,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2010,1.103,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2011,1.098,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2012,1.108,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2013,1.208,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2014,1.19,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2015,1.172,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2016,1.203,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2017,1.228,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2018,1.25,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2019,1.266,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2020,1.268,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2021,1.27,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2022,1.279,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2023,1.275,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2024,1.257,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2025,1.232,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2026,1.209,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2027,1.199,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2028,1.181,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2029,1.166,,
PK,Pigmeat,ECOE__TOT,Direct GHG emission,2030,1.151,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,1990,0,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,1991,0,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,1992,257.333,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,1993,254.333,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,1994,254.667,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,1995,252.333,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,1996,254.667,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,1997,252,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,1998,255,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,1999,253.667,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2000,251,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2001,248.333,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2002,241.333,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2003,242,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2004,240.667,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2005,246,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2006,248,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2007,249.667,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2008,247,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2009,244.333,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2010,243,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2011,243.333,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2012,243,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2013,239.333,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2014,236.667,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2015,236.333,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2016,238.492,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2017,238.43,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2018,236.428,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2019,232.44,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2020,229.88,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2021,228.07,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2022,229.074,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2023,231.332,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2024,233.245,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2025,234.292,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2026,234.702,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2027,234.639,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2028,234.428,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2029,234.172,,
PK,Pigmeat,FO__DES__TOT,Total Calorie availability,2030,234.029,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,1990,0,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,1991,0,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,1992,6.713,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,1993,6.617,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,1994,6.593,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,1995,6.503,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,1996,6.52,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,1997,6.423,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,1998,6.5,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,1999,6.447,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2000,6.437,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2001,6.483,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2002,6.48,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2003,6.697,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2004,6.787,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2005,6.977,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2006,7.063,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2007,7.203,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2008,7.253,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2009,7.217,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2010,7.09,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2011,7.18,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2012,7.24,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2013,7.27,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2014,7.133,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2015,7.087,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2016,7.184,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2017,7.27,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2018,7.288,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2019,7.165,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2020,7.086,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2021,7.03,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2022,7.061,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2023,7.131,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2024,7.19,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2025,7.222,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2026,7.235,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2027,7.233,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2028,7.226,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2029,7.219,,
PK,Pigmeat,FO__DFS__PROT,Food Protein availability,2030,7.214,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,1990,0,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,1991,0,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,1992,25.423,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,1993,25.123,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,1994,25.15,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,1995,24.913,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,1996,25.157,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,1997,24.937,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,1998,25.263,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,1999,25.153,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2000,24.857,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2001,24.53,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2002,23.75,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2003,23.72,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2004,23.533,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2005,24.023,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2006,24.19,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2007,24.297,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2008,23.97,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2009,23.69,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2010,23.603,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2011,23.597,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2012,23.533,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2013,23.117,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2014,22.907,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2015,22.903,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2016,23.306,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2017,23.261,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2018,23.031,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2019,22.642,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2020,22.393,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2021,22.217,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2022,22.314,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2023,22.534,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2024,22.721,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2025,22.823,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2026,22.863,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2027,22.856,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2028,22.836,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2029,22.811,,
PK,Pigmeat,FO__DFS__FAT,Food Fat availability,2030,22.797,,
PT,Poultry meat,QP,Production,1990,995.031,,
PT,Poultry meat,QP,Production,1991,1043.324,,
PT,Poultry meat,QP,Production,1992,1241.525,,
PT,Poultry meat,QP,Production,1993,1303.903,,
PT,Poultry meat,QP,Production,1994,1372.318,,
PT,Poultry meat,QP,Production,1995,1413.568,,
PT,Poultry meat,QP,Production,1996,1470.915,,
PT,Poultry meat,QP,Production,1997,1529.269,,
PT,Poultry meat,QP,Production,1998,1555.427,,
PT,Poultry meat,QP,Production,1999,1534.299,,
PT,Poultry meat,QP,Production,2000,1522.226,,
PT,Poultry meat,QP,Production,2001,1572.496,,
PT,Poultry meat,QP,Production,2002,1557.862,,
PT,Poultry meat,QP,Production,2003,1557.729,,
PT,Poultry meat,QP,Production,2004,1543.262,,
PT,Poultry meat,QP,Production,2005,1566.681,,
PT,Poultry meat,QP,Production,2006,1507.487,,
PT,Poultry meat,QP,Production,2007,1463.61,,
PT,Poultry meat,QP,Production,2008,1408.529,,
PT,Poultry meat,QP,Production,2009,1409.088,,
PT,Poultry meat,QP,Production,2010,1516.935,,
PT,Poultry meat,QP,Production,2011,1503.32,,
PT,Poultry meat,QP,Production,2012,1551.421,,
PT,Poultry meat,QP,Production,2013,1608.162,,
PT,Poultry meat,QP,Production,2014,1589.335,,
PT,Poultry meat,QP,Production,2015,1668.291,,
PT,Poultry meat,QP,Production,2016,1723.28,,
PT,Poultry meat,QP,Production,2017,1763.138,,
PT,Poultry meat,QP,Production,2018,1863.067,,
PT,Poultry meat,QP,Production,2019,1816.359,,
PT,Poultry meat,QP,Production,2020,1849.489,,
PT,Poultry meat,QP,Production,2021,1903.846,,
PT,Poultry meat,QP,Production,2022,1934.845,,
PT,Poultry meat,QP,Production,2023,1927.856,,
PT,Poultry meat,QP,Production,2024,1912.633,,
PT,Poultry meat,QP,Production,2025,1903.735,,
PT,Poultry meat,QP,Production,2026,1900.499,,
PT,Poultry meat,QP,Production,2027,1898.891,,
PT,Poultry meat,QP,Production,2028,1896.871,,
PT,Poultry meat,QP,Production,2029,1893.291,,
PT,Poultry meat,QP,Production,2030,1888.415,,
PT,Poultry meat,QC,Consumption,1990,1022.949,,
PT,Poultry meat,QC,Consumption,1991,1073.413,,
PT,Poultry meat,QC,Consumption,1992,1287.438,,
PT,Poultry meat,QC,Consumption,1993,1327.223,,
PT,Poultry meat,QC,Consumption,1994,1429.289,,
PT,Poultry meat,QC,Consumption,1995,1474.721,,
PT,Poultry meat,QC,Consumption,1996,1552.405,,
PT,Poultry meat,QC,Consumption,1997,1592.337,,
PT,Poultry meat,QC,Consumption,1998,1705.144,,
PT,Poultry meat,QC,Consumption,1999,1703.774,,
PT,Poultry meat,QC,Consumption,2000,1703.726,,
PT,Poultry meat,QC,Consumption,2001,1731.809,,
PT,Poultry meat,QC,Consumption,2002,1710.324,,
PT,Poultry meat,QC,Consumption,2003,1709.585,,
PT,Poultry meat,QC,Consumption,2004,1751.847,,
PT,Poultry meat,QC,Consumption,2005,1789.616,,
PT,Poultry meat,QC,Consumption,2006,1725.457,,
PT,Poultry meat,QC,Consumption,2007,1631.02,,
PT,Poultry meat,QC,Consumption,2008,1536.828,,
PT,Poultry meat,QC,Consumption,2009,1576.817,,
PT,Poultry meat,QC,Consumption,2010,1723.716,,
PT,Poultry meat,QC,Consumption,2011,1728.346,,
PT,Poultry meat,QC,Consumption,2012,1749.067,,
PT,Poultry meat,QC,Consumption,2013,1777.024,,
PT,Poultry meat,QC,Consumption,2014,1759.269,,
PT,Poultry meat,QC,Consumption,2015,1917.936,,
PT,Poultry meat,QC,Consumption,2016,2004.615,,
PT,Poultry meat,QC,Consumption,2017,1974.388,,
PT,Poultry meat,QC,Consumption,2018,2094.434,,
PT,Poultry meat,QC,Consumption,2019,2015.234,,
PT,Poultry meat,QC,Consumption,2020,2087.872,,
PT,Poultry meat,QC,Consumption,2021,2115.232,,
PT,Poultry meat,QC,Consumption,2022,2138.933,,
PT,Poultry meat,QC,Consumption,2023,2163.819,,
PT,Poultry meat,QC,Consumption,2024,2181.607,,
PT,Poultry meat,QC,Consumption,2025,2201.752,,
PT,Poultry meat,QC,Consumption,2026,2218.723,,
PT,Poultry meat,QC,Consumption,2027,2235.718,,
PT,Poultry meat,QC,Consumption,2028,2253.056,,
PT,Poultry meat,QC,Consumption,2029,2270.547,,
PT,Poultry meat,QC,Consumption,2030,2287.681,,
PT,Poultry meat,FO,Food,1990,1034.142,,
PT,Poultry meat,FO,Food,1991,1005.428,,
PT,Poultry meat,FO,Food,1992,1482.536,,
PT,Poultry meat,FO,Food,1993,1138.586,,
PT,Poultry meat,FO,Food,1994,1432.239,,
PT,Poultry meat,FO,Food,1995,1381.811,,
PT,Poultry meat,FO,Food,1996,1738.832,,
PT,Poultry meat,FO,Food,1997,1161.542,,
PT,Poultry meat,FO,Food,1998,1611.559,,
PT,Poultry meat,FO,Food,1999,1632.212,,
PT,Poultry meat,FO,Food,2000,1703.726,,
PT,Poultry meat,FO,Food,2001,1731.809,,
PT,Poultry meat,FO,Food,2002,1710.324,,
PT,Poultry meat,FO,Food,2003,1709.585,,
PT,Poultry meat,FO,Food,2004,1751.847,,
PT,Poultry meat,FO,Food,2005,1789.616,,
PT,Poultry meat,FO,Food,2006,1725.457,,
PT,Poultry meat,FO,Food,2007,1631.02,,
PT,Poultry meat,FO,Food,2008,1536.828,,
PT,Poultry meat,FO,Food,2009,1576.817,,
PT,Poultry meat,FO,Food,2010,1723.716,,
PT,Poultry meat,FO,Food,2011,1728.346,,
PT,Poultry meat,FO,Food,2012,1749.067,,
PT,Poultry meat,FO,Food,2013,1777.024,,
PT,Poultry meat,FO,Food,2014,1759.269,,
PT,Poultry meat,FO,Food,2015,1917.936,,
PT,Poultry meat,FO,Food,2016,2004.615,,
PT,Poultry meat,FO,Food,2017,1974.388,,
PT,Poultry meat,FO,Food,2018,2094.434,,
PT,Poultry meat,FO,Food,2019,2015.234,,
PT,Poultry meat,FO,Food,2020,2087.872,,
PT,Poultry meat,FO,Food,2021,2115.232,,
PT,Poultry meat,FO,Food,2022,2138.933,,
PT,Poultry meat,FO,Food,2023,2163.819,,
PT,Poultry meat,FO,Food,2024,2181.607,,
PT,Poultry meat,FO,Food,2025,2201.752,,
PT,Poultry meat,FO,Food,2026,2218.723,,
PT,Poultry meat,FO,Food,2027,2235.718,,
PT,Poultry meat,FO,Food,2028,2253.056,,
PT,Poultry meat,FO,Food,2029,2270.547,,
PT,Poultry meat,FO,Food,2030,2287.681,,
PT,Poultry meat,PP,Producer price,1990,0,,
PT,Poultry meat,PP,Producer price,1991,0,,
PT,Poultry meat,PP,Producer price,1992,0,,
PT,Poultry meat,PP,Producer price,1993,0,,
PT,Poultry meat,PP,Producer price,1994,0,,
PT,Poultry meat,PP,Producer price,1995,0,,
PT,Poultry meat,PP,Producer price,1996,0,,
PT,Poultry meat,PP,Producer price,1997,0,,
PT,Poultry meat,PP,Producer price,1998,0,,
PT,Poultry meat,PP,Producer price,1999,0,,
PT,Poultry meat,PP,Producer price,2000,992.307,,
PT,Poultry meat,PP,Producer price,2001,976.929,,
PT,Poultry meat,PP,Producer price,2002,977.143,,
PT,Poultry meat,PP,Producer price,2003,1027.31,,
PT,Poultry meat,PP,Producer price,2004,999.158,,
PT,Poultry meat,PP,Producer price,2005,999.384,,
PT,Poultry meat,PP,Producer price,2006,976.907,,
PT,Poultry meat,PP,Producer price,2007,1043.195,,
PT,Poultry meat,PP,Producer price,2008,1272.854,,
PT,Poultry meat,PP,Producer price,2009,1295.003,,
PT,Poultry meat,PP,Producer price,2010,1321.414,,
PT,Poultry meat,PP,Producer price,2011,1428.14,,
PT,Poultry meat,PP,Producer price,2012,1488.179,,
PT,Poultry meat,PP,Producer price,2013,1613.363,,
PT,Poultry meat,PP,Producer price,2014,1509.769,,
PT,Poultry meat,PP,Producer price,2015,1277.253,,
PT,Poultry meat,PP,Producer price,2016,1268.169,,
PT,Poultry meat,PP,Producer price,2017,1319.701,,
PT,Poultry meat,PP,Producer price,2018,1448.771,,
