LOCATION,Country,Commodity,TIME,Value
PHL,Philippines,Beef and veal,2024,2.758
PHL,Philippines,Beef and veal,2025,2.766
PHL,Philippines,Beef and veal,2026,2.77
PHL,Philippines,Beef and veal,2027,2.777
PHL,Philippines,Beef and veal,2028,2.784
PHL,Philippines,Beef and veal,2029,2.792
PHL,Philippines,Beef and veal,2030,2.798
SAU,Saudi Arabia,Beef and veal,1990,3.034
SAU,Saudi Arabia,Beef and veal,1991,3.471
SAU,Saudi Arabia,Beef and veal,1992,3.552
SAU,Saudi Arabia,Beef and veal,1993,1.998
SAU,Saudi Arabia,Beef and veal,1994,2.108
SAU,Saudi Arabia,Beef and veal,1995,3.63
SAU,Saudi Arabia,Beef and veal,1996,2.469
SAU,Saudi Arabia,Beef and veal,1997,2.33
SAU,Saudi Arabia,Beef and veal,1998,2.901
SAU,Saudi Arabia,Beef and veal,1999,2.074
SAU,Saudi Arabia,Beef and veal,2000,2.894
SAU,Saudi Arabia,Beef and veal,2001,1.76
SAU,Saudi Arabia,Beef and veal,2002,2.735
SAU,Saudi Arabia,Beef and veal,2003,2.69
SAU,Saudi Arabia,Beef and veal,2004,3.255
SAU,Saudi Arabia,Beef and veal,2005,3.011
SAU,Saudi Arabia,Beef and veal,2006,3.778
SAU,Saudi Arabia,Beef and veal,2007,4.035
SAU,Saudi Arabia,Beef and veal,2008,4.022
SAU,Saudi Arabia,Beef and veal,2009,4.032
SAU,Saudi Arabia,Beef and veal,2010,4.388
SAU,Saudi Arabia,Beef and veal,2011,4.186
SAU,Saudi Arabia,Beef and veal,2012,4.463
SAU,Saudi Arabia,Beef and veal,2013,4.248
SAU,Saudi Arabia,Beef and veal,2014,4
SAU,Saudi Arabia,Beef and veal,2015,4.33
SAU,Saudi Arabia,Beef and veal,2016,3.958
SAU,Saudi Arabia,Beef and veal,2017,3.713
SAU,Saudi Arabia,Beef and veal,2018,3.642
SAU,Saudi Arabia,Beef and veal,2019,3.9
SAU,Saudi Arabia,Beef and veal,2020,3.913
SAU,Saudi Arabia,Beef and veal,2021,3.913
SAU,Saudi Arabia,Beef and veal,2022,3.944
SAU,Saudi Arabia,Beef and veal,2023,3.976
SAU,Saudi Arabia,Beef and veal,2024,4.009
SAU,Saudi Arabia,Beef and veal,2025,4.041
SAU,Saudi Arabia,Beef and veal,2026,4.072
SAU,Saudi Arabia,Beef and veal,2027,4.104
SAU,Saudi Arabia,Beef and veal,2028,4.136
SAU,Saudi Arabia,Beef and veal,2029,4.168
SAU,Saudi Arabia,Beef and veal,2030,4.2
THA,Thailand,Beef and veal,1990,3.917
THA,Thailand,Beef and veal,1991,3.901
THA,Thailand,Beef and veal,1992,3.829
THA,Thailand,Beef and veal,1993,4.046
THA,Thailand,Beef and veal,1994,3.259
THA,Thailand,Beef and veal,1995,4.226
THA,Thailand,Beef and veal,1996,3.761
THA,Thailand,Beef and veal,1997,3.272
THA,Thailand,Beef and veal,1998,2.864
THA,Thailand,Beef and veal,1999,2.565
THA,Thailand,Beef and veal,2000,2.217
THA,Thailand,Beef and veal,2001,1.615
THA,Thailand,Beef and veal,2002,1.539
THA,Thailand,Beef and veal,2003,1.547
THA,Thailand,Beef and veal,2004,1.638
THA,Thailand,Beef and veal,2005,1.635
THA,Thailand,Beef and veal,2006,1.719
THA,Thailand,Beef and veal,2007,1.911
THA,Thailand,Beef and veal,2008,1.775
THA,Thailand,Beef and veal,2009,1.785
THA,Thailand,Beef and veal,2010,1.976
THA,Thailand,Beef and veal,2011,1.771
THA,Thailand,Beef and veal,2012,1.613
THA,Thailand,Beef and veal,2013,1.564
THA,Thailand,Beef and veal,2014,1.473
THA,Thailand,Beef and veal,2015,1.557
THA,Thailand,Beef and veal,2016,1.418
THA,Thailand,Beef and veal,2017,1.496
THA,Thailand,Beef and veal,2018,1.342
THA,Thailand,Beef and veal,2019,1.086
THA,Thailand,Beef and veal,2020,1.149
THA,Thailand,Beef and veal,2021,1.144
THA,Thailand,Beef and veal,2022,1.15
THA,Thailand,Beef and veal,2023,1.155
THA,Thailand,Beef and veal,2024,1.16
THA,Thailand,Beef and veal,2025,1.163
THA,Thailand,Beef and veal,2026,1.167
THA,Thailand,Beef and veal,2027,1.17
THA,Thailand,Beef and veal,2028,1.173
THA,Thailand,Beef and veal,2029,1.175
THA,Thailand,Beef and veal,2030,1.176
AUS,Australia,Pigmeat,1990,0
AUS,Australia,Pigmeat,1991,15.116
AUS,Australia,Pigmeat,1992,15.233
AUS,Australia,Pigmeat,1993,15.655
AUS,Australia,Pigmeat,1994,15.845
AUS,Australia,Pigmeat,1995,14.982
AUS,Australia,Pigmeat,1996,14.457
AUS,Australia,Pigmeat,1997,15.338
AUS,Australia,Pigmeat,1998,15.291
AUS,Australia,Pigmeat,1999,14.819
AUS,Australia,Pigmeat,2000,14.893
AUS,Australia,Pigmeat,2001,15.227
AUS,Australia,Pigmeat,2002,16.176
AUS,Australia,Pigmeat,2003,16.263
AUS,Australia,Pigmeat,2004,16.302
AUS,Australia,Pigmeat,2005,17.106
AUS,Australia,Pigmeat,2006,16.697
AUS,Australia,Pigmeat,2007,17.471
AUS,Australia,Pigmeat,2008,15.729
AUS,Australia,Pigmeat,2009,16.947
AUS,Australia,Pigmeat,2010,17.188
AUS,Australia,Pigmeat,2011,16.871
AUS,Australia,Pigmeat,2012,17.597
AUS,Australia,Pigmeat,2013,17.087
AUS,Australia,Pigmeat,2014,17.487
AUS,Australia,Pigmeat,2015,18.436
AUS,Australia,Pigmeat,2016,18.481
AUS,Australia,Pigmeat,2017,18.862
AUS,Australia,Pigmeat,2018,18.473
AUS,Australia,Pigmeat,2019,17.906
AUS,Australia,Pigmeat,2020,18.266
AUS,Australia,Pigmeat,2021,17.41
AUS,Australia,Pigmeat,2022,17.502
AUS,Australia,Pigmeat,2023,17.484
AUS,Australia,Pigmeat,2024,17.506
AUS,Australia,Pigmeat,2025,17.375
AUS,Australia,Pigmeat,2026,17.392
AUS,Australia,Pigmeat,2027,17.409
AUS,Australia,Pigmeat,2028,17.43
AUS,Australia,Pigmeat,2029,17.448
AUS,Australia,Pigmeat,2030,17.475
CAN,Canada,Pigmeat,1990,20.597
CAN,Canada,Pigmeat,1991,20.367
CAN,Canada,Pigmeat,1992,22.342
CAN,Canada,Pigmeat,1993,21.749
CAN,Canada,Pigmeat,1994,22.368
CAN,Canada,Pigmeat,1995,21.894
CAN,Canada,Pigmeat,1996,20.478
CAN,Canada,Pigmeat,1997,20.035
CAN,Canada,Pigmeat,1998,22.595
CAN,Canada,Pigmeat,1999,23.669
CAN,Canada,Pigmeat,2000,22.577
CAN,Canada,Pigmeat,2001,22.805
CAN,Canada,Pigmeat,2002,21.952
CAN,Canada,Pigmeat,2003,19.811
CAN,Canada,Pigmeat,2004,21.006
CAN,Canada,Pigmeat,2005,18.148
CAN,Canada,Pigmeat,2006,18.442
CAN,Canada,Pigmeat,2007,19.695
CAN,Canada,Pigmeat,2008,18.701
CAN,Canada,Pigmeat,2009,18.482
CAN,Canada,Pigmeat,2010,17.28
CAN,Canada,Pigmeat,2011,16.741
CAN,Canada,Pigmeat,2012,17.435
CAN,Canada,Pigmeat,2013,16.326
CAN,Canada,Pigmeat,2014,16.093
CAN,Canada,Pigmeat,2015,17.994
CAN,Canada,Pigmeat,2016,15.995
CAN,Canada,Pigmeat,2017,16.374
CAN,Canada,Pigmeat,2018,17.021
CAN,Canada,Pigmeat,2019,17.663
CAN,Canada,Pigmeat,2020,16.71
CAN,Canada,Pigmeat,2021,17.087
CAN,Canada,Pigmeat,2022,16.84
CAN,Canada,Pigmeat,2023,16.95
CAN,Canada,Pigmeat,2024,17.218
CAN,Canada,Pigmeat,2025,17.171
CAN,Canada,Pigmeat,2026,17.086
CAN,Canada,Pigmeat,2027,17.103
CAN,Canada,Pigmeat,2028,17.165
CAN,Canada,Pigmeat,2029,17.284
CAN,Canada,Pigmeat,2030,17.368
CHL,Chile,Pigmeat,1990,7.148
CHL,Chile,Pigmeat,1991,7.005
CHL,Chile,Pigmeat,1992,7.474
CHL,Chile,Pigmeat,1993,8.059
CHL,Chile,Pigmeat,1994,8.626
CHL,Chile,Pigmeat,1995,9.277
CHL,Chile,Pigmeat,1996,9.776
CHL,Chile,Pigmeat,1997,10.457
CHL,Chile,Pigmeat,1998,11.518
CHL,Chile,Pigmeat,1999,12.249
CHL,Chile,Pigmeat,2000,12.879
CHL,Chile,Pigmeat,2001,13.979
CHL,Chile,Pigmeat,2002,13.669
CHL,Chile,Pigmeat,2003,15.14
CHL,Chile,Pigmeat,2004,14.482
CHL,Chile,Pigmeat,2005,15.317
CHL,Chile,Pigmeat,2006,17.777
CHL,Chile,Pigmeat,2007,18.166
CHL,Chile,Pigmeat,2008,19.312
CHL,Chile,Pigmeat,2009,18.514
CHL,Chile,Pigmeat,2010,19.202
CHL,Chile,Pigmeat,2011,18.555
CHL,Chile,Pigmeat,2012,19.501
CHL,Chile,Pigmeat,2013,19.564
CHL,Chile,Pigmeat,2014,17.873
CHL,Chile,Pigmeat,2015,17.419
CHL,Chile,Pigmeat,2016,17.912
CHL,Chile,Pigmeat,2017,19.277
CHL,Chile,Pigmeat,2018,18.464
CHL,Chile,Pigmeat,2019,18.225
CHL,Chile,Pigmeat,2020,16.955
CHL,Chile,Pigmeat,2021,17.051
CHL,Chile,Pigmeat,2022,17.165
CHL,Chile,Pigmeat,2023,17.275
CHL,Chile,Pigmeat,2024,17.381
CHL,Chile,Pigmeat,2025,17.483
CHL,Chile,Pigmeat,2026,17.585
CHL,Chile,Pigmeat,2027,17.687
CHL,Chile,Pigmeat,2028,17.79
CHL,Chile,Pigmeat,2029,17.894
CHL,Chile,Pigmeat,2030,18.001
COL,Colombia,Pigmeat,1990,3.155
COL,Colombia,Pigmeat,1991,3.092
COL,Colombia,Pigmeat,1992,3.068
COL,Colombia,Pigmeat,1993,3.002
COL,Colombia,Pigmeat,1994,2.97
COL,Colombia,Pigmeat,1995,2.977
COL,Colombia,Pigmeat,1996,2.791
COL,Colombia,Pigmeat,1997,2.226
COL,Colombia,Pigmeat,1998,1.675
COL,Colombia,Pigmeat,1999,2.27
COL,Colombia,Pigmeat,2000,2.18
COL,Colombia,Pigmeat,2001,2.02
COL,Colombia,Pigmeat,2002,2.17
COL,Colombia,Pigmeat,2003,2.379
COL,Colombia,Pigmeat,2004,2.444
COL,Colombia,Pigmeat,2005,2.393
COL,Colombia,Pigmeat,2006,2.751
COL,Colombia,Pigmeat,2007,3.306
COL,Colombia,Pigmeat,2008,3.2
COL,Colombia,Pigmeat,2009,3.148
COL,Colombia,Pigmeat,2010,3.575
COL,Colombia,Pigmeat,2011,4.06
COL,Colombia,Pigmeat,2012,4.644
COL,Colombia,Pigmeat,2013,5.109
COL,Colombia,Pigmeat,2014,5.549
COL,Colombia,Pigmeat,2015,6.072
COL,Colombia,Pigmeat,2016,6.726
COL,Colombia,Pigmeat,2017,7.176
COL,Colombia,Pigmeat,2018,7.988
COL,Colombia,Pigmeat,2019,8.691
COL,Colombia,Pigmeat,2020,8.173
COL,Colombia,Pigmeat,2021,8.298
COL,Colombia,Pigmeat,2022,8.44
COL,Colombia,Pigmeat,2023,8.575
COL,Colombia,Pigmeat,2024,8.708
COL,Colombia,Pigmeat,2025,8.841
COL,Colombia,Pigmeat,2026,8.972
COL,Colombia,Pigmeat,2027,9.102
COL,Colombia,Pigmeat,2028,9.234
COL,Colombia,Pigmeat,2029,9.365
COL,Colombia,Pigmeat,2030,9.5
EUN,European Union,Pigmeat,1990,32.912
EUN,European Union,Pigmeat,1991,32.497
EUN,European Union,Pigmeat,1992,32.661
EUN,European Union,Pigmeat,1993,32.328
EUN,European Union,Pigmeat,1994,32.174
EUN,European Union,Pigmeat,1995,32.29
EUN,European Union,Pigmeat,1996,32.255
EUN,European Union,Pigmeat,1997,32.102
EUN,European Union,Pigmeat,1998,34.015
EUN,European Union,Pigmeat,1999,34.344
EUN,European Union,Pigmeat,2000,34.437
EUN,European Union,Pigmeat,2001,35.245
EUN,European Union,Pigmeat,2002,35.645
EUN,European Union,Pigmeat,2003,35.254
EUN,European Union,Pigmeat,2004,34.363
EUN,European Union,Pigmeat,2005,34.41
EUN,European Union,Pigmeat,2006,34.704
EUN,European Union,Pigmeat,2007,35.869
EUN,European Union,Pigmeat,2008,34.864
EUN,European Union,Pigmeat,2009,34.155
EUN,European Union,Pigmeat,2010,34.536
EUN,European Union,Pigmeat,2011,34.431
EUN,European Union,Pigmeat,2012,33.547
EUN,European Union,Pigmeat,2013,33.142
EUN,European Union,Pigmeat,2014,33.813
EUN,European Union,Pigmeat,2015,34.421
EUN,European Union,Pigmeat,2016,34.139
EUN,European Union,Pigmeat,2017,34.109
EUN,European Union,Pigmeat,2018,34.378
EUN,European Union,Pigmeat,2019,33.274
EUN,European Union,Pigmeat,2020,32.884
EUN,European Union,Pigmeat,2021,33.201
EUN,European Union,Pigmeat,2022,33.25
EUN,European Union,Pigmeat,2023,33.091
EUN,European Union,Pigmeat,2024,32.83
EUN,European Union,Pigmeat,2025,32.65
EUN,European Union,Pigmeat,2026,32.565
EUN,European Union,Pigmeat,2027,32.448
EUN,European Union,Pigmeat,2028,32.393
EUN,European Union,Pigmeat,2029,32.302
EUN,European Union,Pigmeat,2030,32.206
GBR,United Kingdom,Pigmeat,1990,17.971
GBR,United Kingdom,Pigmeat,1991,17.975
GBR,United Kingdom,Pigmeat,1992,17.823
GBR,United Kingdom,Pigmeat,1993,17.736
GBR,United Kingdom,Pigmeat,1994,18.151
GBR,United Kingdom,Pigmeat,1995,17.365
GBR,United Kingdom,Pigmeat,1996,17.709
GBR,United Kingdom,Pigmeat,1997,17.589
GBR,United Kingdom,Pigmeat,1998,18.048
GBR,United Kingdom,Pigmeat,1999,17.543
GBR,United Kingdom,Pigmeat,2000,17.113
GBR,United Kingdom,Pigmeat,2001,17.563
GBR,United Kingdom,Pigmeat,2002,17.694
GBR,United Kingdom,Pigmeat,2003,18.369
GBR,United Kingdom,Pigmeat,2004,17.967
GBR,United Kingdom,Pigmeat,2005,18.083
GBR,United Kingdom,Pigmeat,2006,17.843
GBR,United Kingdom,Pigmeat,2007,18.416
GBR,United Kingdom,Pigmeat,2008,17.123
GBR,United Kingdom,Pigmeat,2009,16.909
GBR,United Kingdom,Pigmeat,2010,16.638
GBR,United Kingdom,Pigmeat,2011,16.416
GBR,United Kingdom,Pigmeat,2012,16.045
GBR,United Kingdom,Pigmeat,2013,15.667
GBR,United Kingdom,Pigmeat,2014,16.036
GBR,United Kingdom,Pigmeat,2015,16.383
GBR,United Kingdom,Pigmeat,2016,17.06
GBR,United Kingdom,Pigmeat,2017,16.623
GBR,United Kingdom,Pigmeat,2018,16.612
GBR,United Kingdom,Pigmeat,2019,16.212
GBR,United Kingdom,Pigmeat,2020,16.078
GBR,United Kingdom,Pigmeat,2021,16.227
GBR,United Kingdom,Pigmeat,2022,16.425
GBR,United Kingdom,Pigmeat,2023,16.558
GBR,United Kingdom,Pigmeat,2024,16.634
GBR,United Kingdom,Pigmeat,2025,16.648
GBR,United Kingdom,Pigmeat,2026,16.646
GBR,United Kingdom,Pigmeat,2027,16.62
GBR,United Kingdom,Pigmeat,2028,16.603
GBR,United Kingdom,Pigmeat,2029,16.591
GBR,United Kingdom,Pigmeat,2030,16.59
ISR,Israel,Pigmeat,1990,1.609
ISR,Israel,Pigmeat,1991,1.587
ISR,Israel,Pigmeat,1992,1.521
ISR,Israel,Pigmeat,1993,1.374
ISR,Israel,Pigmeat,1994,1.328
ISR,Israel,Pigmeat,1995,1.515
ISR,Israel,Pigmeat,1996,1.496
ISR,Israel,Pigmeat,1997,1.656
ISR,Israel,Pigmeat,1998,1.619
ISR,Israel,Pigmeat,1999,1.15
ISR,Israel,Pigmeat,2000,1.934
ISR,Israel,Pigmeat,2001,2.017
ISR,Israel,Pigmeat,2002,2.072
ISR,Israel,Pigmeat,2003,2.159
ISR,Israel,Pigmeat,2004,2.188
ISR,Israel,Pigmeat,2005,2.216
ISR,Israel,Pigmeat,2006,2.032
ISR,Israel,Pigmeat,2007,2.066
ISR,Israel,Pigmeat,2008,2.001
ISR,Israel,Pigmeat,2009,2.102
ISR,Israel,Pigmeat,2010,1.985
ISR,Israel,Pigmeat,2011,1.933
ISR,Israel,Pigmeat,2012,1.922
ISR,Israel,Pigmeat,2013,1.539
ISR,Israel,Pigmeat,2014,1.508
ISR,Israel,Pigmeat,2015,1.383
ISR,Israel,Pigmeat,2016,1.362
ISR,Israel,Pigmeat,2017,1.239
ISR,Israel,Pigmeat,2018,1.09
ISR,Israel,Pigmeat,2019,1.106
ISR,Israel,Pigmeat,2020,1.24
ISR,Israel,Pigmeat,2021,1.221
ISR,Israel,Pigmeat,2022,1.203
ISR,Israel,Pigmeat,2023,1.185
ISR,Israel,Pigmeat,2024,1.168
ISR,Israel,Pigmeat,2025,1.151
ISR,Israel,Pigmeat,2026,1.135
ISR,Israel,Pigmeat,2027,1.12
ISR,Israel,Pigmeat,2028,1.105
ISR,Israel,Pigmeat,2029,1.09
ISR,Israel,Pigmeat,2030,1.075
JPN,Japan,Pigmeat,1990,12.98
JPN,Japan,Pigmeat,1991,13.003
JPN,Japan,Pigmeat,1992,13.006
JPN,Japan,Pigmeat,1993,12.901
JPN,Japan,Pigmeat,1994,12.976
JPN,Japan,Pigmeat,1995,13.029
JPN,Japan,Pigmeat,1996,13.678
JPN,Japan,Pigmeat,1997,12.693
JPN,Japan,Pigmeat,1998,12.586
JPN,Japan,Pigmeat,1999,12.864
JPN,Japan,Pigmeat,2000,13.333
JPN,Japan,Pigmeat,2001,13.659
JPN,Japan,Pigmeat,2002,14.335
JPN,Japan,Pigmeat,2003,14.113
JPN,Japan,Pigmeat,2004,15.052
JPN,Japan,Pigmeat,2005,14.951
JPN,Japan,Pigmeat,2006,13.995
JPN,Japan,Pigmeat,2007,14.261
JPN,Japan,Pigmeat,2008,14.509
JPN,Japan,Pigmeat,2009,14.159
JPN,Japan,Pigmeat,2010,14.348
JPN,Japan,Pigmeat,2011,14.598
JPN,Japan,Pigmeat,2012,14.515
JPN,Japan,Pigmeat,2013,14.489
JPN,Japan,Pigmeat,2014,14.678
JPN,Japan,Pigmeat,2015,14.96
JPN,Japan,Pigmeat,2016,15.377
JPN,Japan,Pigmeat,2017,15.917
JPN,Japan,Pigmeat,2018,15.93
JPN,Japan,Pigmeat,2019,16.217
JPN,Japan,Pigmeat,2020,16.208
JPN,Japan,Pigmeat,2021,16.195
JPN,Japan,Pigmeat,2022,16.226
JPN,Japan,Pigmeat,2023,16.257
JPN,Japan,Pigmeat,2024,16.289
JPN,Japan,Pigmeat,2025,16.314
JPN,Japan,Pigmeat,2026,16.353
JPN,Japan,Pigmeat,2027,16.395
JPN,Japan,Pigmeat,2028,16.442
JPN,Japan,Pigmeat,2029,16.489
JPN,Japan,Pigmeat,2030,16.547
KOR,Korea,Pigmeat,1990,0
KOR,Korea,Pigmeat,1991,9.938
KOR,Korea,Pigmeat,1992,13.314
KOR,Korea,Pigmeat,1993,13.41
KOR,Korea,Pigmeat,1994,13.829
KOR,Korea,Pigmeat,1995,14.384
KOR,Korea,Pigmeat,1996,15.35
KOR,Korea,Pigmeat,1997,15.126
KOR,Korea,Pigmeat,1998,14.906
KOR,Korea,Pigmeat,1999,17.096
KOR,Korea,Pigmeat,2000,15.956
KOR,Korea,Pigmeat,2001,16.564
KOR,Korea,Pigmeat,2002,17.013
KOR,Korea,Pigmeat,2003,20.876
KOR,Korea,Pigmeat,2004,19.283
KOR,Korea,Pigmeat,2005,18.856
KOR,Korea,Pigmeat,2006,22.715
KOR,Korea,Pigmeat,2007,23.956
KOR,Korea,Pigmeat,2008,24.179
KOR,Korea,Pigmeat,2009,23.472
KOR,Korea,Pigmeat,2010,24.309
KOR,Korea,Pigmeat,2011,23.378
KOR,Korea,Pigmeat,2012,24.173
KOR,Korea,Pigmeat,2013,25.31
KOR,Korea,Pigmeat,2014,25.668
KOR,Korea,Pigmeat,2015,27.92
KOR,Korea,Pigmeat,2016,29.098
KOR,Korea,Pigmeat,2017,29.536
KOR,Korea,Pigmeat,2018,30.609
KOR,Korea,Pigmeat,2019,30.75
KOR,Korea,Pigmeat,2020,29.521
KOR,Korea,Pigmeat,2021,30.787
KOR,Korea,Pigmeat,2022,31.42
KOR,Korea,Pigmeat,2023,32.025
KOR,Korea,Pigmeat,2024,31.821
KOR,Korea,Pigmeat,2025,31.896
KOR,Korea,Pigmeat,2026,31.985
KOR,Korea,Pigmeat,2027,32.084
KOR,Korea,Pigmeat,2028,32.183
KOR,Korea,Pigmeat,2029,32.292
KOR,Korea,Pigmeat,2030,32.409
MEX,Mexico,Pigmeat,1990,7.419
MEX,Mexico,Pigmeat,1991,8.035
MEX,Mexico,Pigmeat,1992,8.141
MEX,Mexico,Pigmeat,1993,8.011
MEX,Mexico,Pigmeat,1994,8.64
MEX,Mexico,Pigmeat,1995,8.231
MEX,Mexico,Pigmeat,1996,7.918
MEX,Mexico,Pigmeat,1997,8.121
MEX,Mexico,Pigmeat,1998,8.584
MEX,Mexico,Pigmeat,1999,8.933
MEX,Mexico,Pigmeat,2000,9.615
MEX,Mexico,Pigmeat,2001,9.811
MEX,Mexico,Pigmeat,2002,9.967
MEX,Mexico,Pigmeat,2003,9.948
MEX,Mexico,Pigmeat,2004,10.495
MEX,Mexico,Pigmeat,2005,10.316
MEX,Mexico,Pigmeat,2006,10.313
MEX,Mexico,Pigmeat,2007,10.397
MEX,Mexico,Pigmeat,2008,10.76
MEX,Mexico,Pigmeat,2009,11.598
MEX,Mexico,Pigmeat,2010,11.519
MEX,Mexico,Pigmeat,2011,10.988
MEX,Mexico,Pigmeat,2012,11.657
MEX,Mexico,Pigmeat,2013,12.109
MEX,Mexico,Pigmeat,2014,12.152
MEX,Mexico,Pigmeat,2015,12.994
MEX,Mexico,Pigmeat,2016,13.286
MEX,Mexico,Pigmeat,2017,13.632
MEX,Mexico,Pigmeat,2018,14.353
MEX,Mexico,Pigmeat,2019,14.501
MEX,Mexico,Pigmeat,2020,14.125
MEX,Mexico,Pigmeat,2021,14.187
MEX,Mexico,Pigmeat,2022,14.321
MEX,Mexico,Pigmeat,2023,14.402
MEX,Mexico,Pigmeat,2024,14.736
MEX,Mexico,Pigmeat,2025,14.795
MEX,Mexico,Pigmeat,2026,14.866
MEX,Mexico,Pigmeat,2027,14.936
MEX,Mexico,Pigmeat,2028,15.005
MEX,Mexico,Pigmeat,2029,15.076
MEX,Mexico,Pigmeat,2030,15.156
NOR,Norway,Pigmeat,1990,15.388
NOR,Norway,Pigmeat,1991,15.758
NOR,Norway,Pigmeat,1992,16.045
NOR,Norway,Pigmeat,1993,16.691
NOR,Norway,Pigmeat,1994,17.187
NOR,Norway,Pigmeat,1995,17.998
NOR,Norway,Pigmeat,1996,19.023
NOR,Norway,Pigmeat,1997,17.953
NOR,Norway,Pigmeat,1998,18.775
NOR,Norway,Pigmeat,1999,17.403
NOR,Norway,Pigmeat,2000,18.018
NOR,Norway,Pigmeat,2001,18.983
NOR,Norway,Pigmeat,2002,18.083
NOR,Norway,Pigmeat,2003,18.669
NOR,Norway,Pigmeat,2004,19.254
NOR,Norway,Pigmeat,2005,19.81
NOR,Norway,Pigmeat,2006,19.387
NOR,Norway,Pigmeat,2007,20.812
NOR,Norway,Pigmeat,2008,20.377
NOR,Norway,Pigmeat,2009,20.013
NOR,Norway,Pigmeat,2010,20.417
NOR,Norway,Pigmeat,2011,20.799
NOR,Norway,Pigmeat,2012,20.419
NOR,Norway,Pigmeat,2013,19.859
NOR,Norway,Pigmeat,2014,20.004
NOR,Norway,Pigmeat,2015,20.966
NOR,Norway,Pigmeat,2016,21.109
NOR,Norway,Pigmeat,2017,20.862
NOR,Norway,Pigmeat,2018,20.974
NOR,Norway,Pigmeat,2019,21.114
NOR,Norway,Pigmeat,2020,20.192
NOR,Norway,Pigmeat,2021,20.862
NOR,Norway,Pigmeat,2022,20.917
NOR,Norway,Pigmeat,2023,20.929
NOR,Norway,Pigmeat,2024,20.941
NOR,Norway,Pigmeat,2025,20.951
NOR,Norway,Pigmeat,2026,20.981
NOR,Norway,Pigmeat,2027,20.998
NOR,Norway,Pigmeat,2028,21.029
NOR,Norway,Pigmeat,2029,21.051
NOR,Norway,Pigmeat,2030,21.082
NZL,New Zealand,Pigmeat,1990,10.972
NZL,New Zealand,Pigmeat,1991,10.554
NZL,New Zealand,Pigmeat,1992,10.968
NZL,New Zealand,Pigmeat,1993,11.593
NZL,New Zealand,Pigmeat,1994,13.053
NZL,New Zealand,Pigmeat,1995,12.425
NZL,New Zealand,Pigmeat,1996,12.508
NZL,New Zealand,Pigmeat,1997,11.86
NZL,New Zealand,Pigmeat,1998,12.507
NZL,New Zealand,Pigmeat,1999,13.388
NZL,New Zealand,Pigmeat,2000,13.382
NZL,New Zealand,Pigmeat,2001,12.548
NZL,New Zealand,Pigmeat,2002,12.959
NZL,New Zealand,Pigmeat,2003,13.784
NZL,New Zealand,Pigmeat,2004,14.847
NZL,New Zealand,Pigmeat,2005,15.039
NZL,New Zealand,Pigmeat,2006,16.012
NZL,New Zealand,Pigmeat,2007,16.083
NZL,New Zealand,Pigmeat,2008,16.066
NZL,New Zealand,Pigmeat,2009,15.913
NZL,New Zealand,Pigmeat,2010,14.81
NZL,New Zealand,Pigmeat,2011,15.978
NZL,New Zealand,Pigmeat,2012,16.108
NZL,New Zealand,Pigmeat,2013,15.893
NZL,New Zealand,Pigmeat,2014,16.365
NZL,New Zealand,Pigmeat,2015,17.787
NZL,New Zealand,Pigmeat,2016,17.451
NZL,New Zealand,Pigmeat,2017,18.574
NZL,New Zealand,Pigmeat,2018,19.172
NZL,New Zealand,Pigmeat,2019,18.584
NZL,New Zealand,Pigmeat,2020,18.117
NZL,New Zealand,Pigmeat,2021,18.465
NZL,New Zealand,Pigmeat,2022,18.658
NZL,New Zealand,Pigmeat,2023,18.786
NZL,New Zealand,Pigmeat,2024,18.908
NZL,New Zealand,Pigmeat,2025,19.039
NZL,New Zealand,Pigmeat,2026,19.176
NZL,New Zealand,Pigmeat,2027,19.312
NZL,New Zealand,Pigmeat,2028,19.451
NZL,New Zealand,Pigmeat,2029,19.584
NZL,New Zealand,Pigmeat,2030,19.533
CHE,Switzerland,Pigmeat,1990,31.728
CHE,Switzerland,Pigmeat,1991,31.028
CHE,Switzerland,Pigmeat,1992,30.459
CHE,Switzerland,Pigmeat,1993,29.779
CHE,Switzerland,Pigmeat,1994,27.822
CHE,Switzerland,Pigmeat,1995,28.333
CHE,Switzerland,Pigmeat,1996,26.272
CHE,Switzerland,Pigmeat,1997,25.773
CHE,Switzerland,Pigmeat,1998,27.003
CHE,Switzerland,Pigmeat,1999,26.392
CHE,Switzerland,Pigmeat,2000,26.309
CHE,Switzerland,Pigmeat,2001,26.303
CHE,Switzerland,Pigmeat,2002,26.516
CHE,Switzerland,Pigmeat,2003,26.064
CHE,Switzerland,Pigmeat,2004,25.78
CHE,Switzerland,Pigmeat,2005,26.121
CHE,Switzerland,Pigmeat,2006,26.495
CHE,Switzerland,Pigmeat,2007,26.129
CHE,Switzerland,Pigmeat,2008,25.782
CHE,Switzerland,Pigmeat,2009,25.195
CHE,Switzerland,Pigmeat,2010,25.876
CHE,Switzerland,Pigmeat,2011,25.305
CHE,Switzerland,Pigmeat,2012,23.905
CHE,Switzerland,Pigmeat,2013,23.728
CHE,Switzerland,Pigmeat,2014,23.91
CHE,Switzerland,Pigmeat,2015,23.06
CHE,Switzerland,Pigmeat,2016,22.706
CHE,Switzerland,Pigmeat,2017,22.421
CHE,Switzerland,Pigmeat,2018,21.671
CHE,Switzerland,Pigmeat,2019,21.158
CHE,Switzerland,Pigmeat,2020,21.032
